2024-06-12 17:36:43,598 INFO    StreamThr :18643 [internal.py:wandb_internal():85] W&B internal server running at pid: 18643, started at: 2024-06-12 17:36:43.597871
2024-06-12 17:36:43,599 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: status
2024-06-12 17:36:43,601 INFO    WriterThread:18643 [datastore.py:open_for_write():87] open: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/run-1vmn9zwm.wandb
2024-06-12 17:36:43,601 DEBUG   SenderThread:18643 [sender.py:send():378] send: header
2024-06-12 17:36:43,619 DEBUG   SenderThread:18643 [sender.py:send():378] send: run
2024-06-12 17:36:43,846 INFO    SenderThread:18643 [dir_watcher.py:__init__():211] watching files in: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files
2024-06-12 17:36:43,846 INFO    SenderThread:18643 [sender.py:_start_run_threads():1123] run started: 1vmn9zwm with start time 1718239003.597844
2024-06-12 17:36:43,853 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: check_version
2024-06-12 17:36:43,853 DEBUG   SenderThread:18643 [sender.py:send_request():405] send_request: check_version
2024-06-12 17:36:43,968 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: run_start
2024-06-12 17:36:43,976 DEBUG   HandlerThread:18643 [system_info.py:__init__():26] System info init
2024-06-12 17:36:43,976 DEBUG   HandlerThread:18643 [system_info.py:__init__():41] System info init done
2024-06-12 17:36:43,976 INFO    HandlerThread:18643 [system_monitor.py:start():194] Starting system monitor
2024-06-12 17:36:43,976 INFO    SystemMonitor:18643 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-12 17:36:43,976 INFO    HandlerThread:18643 [system_monitor.py:probe():214] Collecting system info
2024-06-12 17:36:43,977 INFO    SystemMonitor:18643 [interfaces.py:start():188] Started cpu monitoring
2024-06-12 17:36:43,978 INFO    SystemMonitor:18643 [interfaces.py:start():188] Started disk monitoring
2024-06-12 17:36:43,982 INFO    SystemMonitor:18643 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-12 17:36:43,983 INFO    SystemMonitor:18643 [interfaces.py:start():188] Started memory monitoring
2024-06-12 17:36:43,983 INFO    SystemMonitor:18643 [interfaces.py:start():188] Started network monitoring
2024-06-12 17:36:44,277 DEBUG   HandlerThread:18643 [system_info.py:probe():150] Probing system
2024-06-12 17:36:44,280 DEBUG   HandlerThread:18643 [system_info.py:_probe_git():135] Probing git
2024-06-12 17:36:44,294 DEBUG   HandlerThread:18643 [system_info.py:_probe_git():143] Probing git done
2024-06-12 17:36:44,294 DEBUG   HandlerThread:18643 [system_info.py:probe():198] Probing system done
2024-06-12 17:36:44,294 DEBUG   HandlerThread:18643 [system_monitor.py:probe():223] {'os': 'macOS-13.3.1-arm64-arm-64bit', 'python': '3.12.2', 'heartbeatAt': '2024-06-13T00:36:44.277213', 'startedAt': '2024-06-13T00:36:43.594179', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/streamlined_mop/src/data_train.py', 'codePathLocal': 'streamlined_mop/src/data_train.py', 'codePath': 'streamlined_mop/src/data_train.py', 'git': {'remote': 'https://github.com/sultandaniels/mop_modifications.git', 'commit': '3a2745f854e46801e951f521f31972e7270395d3'}, 'email': '63972349+sultandaniels@users.noreply.github.com', 'root': '/Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications', 'host': 'wifi-10-41-192-84.wifi.berkeley.edu', 'username': 'sultandaniels', 'executable': '/Users/sultandaniels/anaconda3/envs/mop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 460.4317207336426, 'used': 11.351158142089844}}, 'gpuapple': {'type': 'Apple M2', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 8.0}}
2024-06-12 17:36:44,294 INFO    HandlerThread:18643 [system_monitor.py:probe():224] Finished collecting system info
2024-06-12 17:36:44,294 INFO    HandlerThread:18643 [system_monitor.py:probe():227] Publishing system info
2024-06-12 17:36:44,294 DEBUG   HandlerThread:18643 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-12 17:36:44,852 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/conda-environment.yaml
2024-06-12 17:36:47,313 DEBUG   HandlerThread:18643 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-12 17:36:47,314 INFO    HandlerThread:18643 [system_monitor.py:probe():229] Finished publishing system info
2024-06-12 17:36:47,319 DEBUG   SenderThread:18643 [sender.py:send():378] send: files
2024-06-12 17:36:47,319 INFO    SenderThread:18643 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-12 17:36:47,384 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: python_packages
2024-06-12 17:36:47,385 DEBUG   SenderThread:18643 [sender.py:send_request():405] send_request: python_packages
2024-06-12 17:36:47,385 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: stop_status
2024-06-12 17:36:47,385 DEBUG   SenderThread:18643 [sender.py:send_request():405] send_request: stop_status
2024-06-12 17:36:47,483 DEBUG   SenderThread:18643 [sender.py:send():378] send: telemetry
2024-06-12 17:36:47,822 INFO    wandb-upload_0:18643 [upload_job.py:push():130] Uploaded file /var/folders/h_/wy6y3sfs1254rd40kbxmvsw00000gn/T/tmp29t8nigtwandb/07cutrcq-wandb-metadata.json
2024-06-12 17:36:47,866 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/conda-environment.yaml
2024-06-12 17:36:47,866 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/wandb-metadata.json
2024-06-12 17:36:47,866 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/output.log
2024-06-12 17:36:47,867 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/requirements.txt
2024-06-12 17:36:47,939 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: partial_history
2024-06-12 17:36:47,939 DEBUG   SenderThread:18643 [sender.py:send():378] send: history
2024-06-12 17:36:47,939 DEBUG   SenderThread:18643 [sender.py:send_request():405] send_request: summary_record
2024-06-12 17:36:47,940 INFO    SenderThread:18643 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-12 17:36:48,871 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/wandb-summary.json
2024-06-12 17:36:48,944 DEBUG   HandlerThread:18643 [handler.py:handle_request():158] handle_request: status_report
2024-06-12 17:36:49,877 INFO    Thread-12 :18643 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240612_173643-1vmn9zwm/files/output.log
