2024-05-12 20:01:00,105 INFO    StreamThr :33121 [internal.py:wandb_internal():85] W&B internal server running at pid: 33121, started at: 2024-05-12 20:01:00.103589
2024-05-12 20:01:00,107 DEBUG   HandlerThread:33121 [handler.py:handle_request():158] handle_request: status
2024-05-12 20:01:00,108 INFO    WriterThread:33121 [datastore.py:open_for_write():87] open: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240512_200059-onhpiiqp/run-onhpiiqp.wandb
2024-05-12 20:01:00,110 DEBUG   SenderThread:33121 [sender.py:send():378] send: header
2024-05-12 20:01:00,110 DEBUG   SenderThread:33121 [sender.py:send():378] send: run
2024-05-12 20:01:00,398 INFO    SenderThread:33121 [dir_watcher.py:__init__():211] watching files in: /Users/sultandaniels/Documents/Transformer_Kalman/mop_modifications/wandb/run-20240512_200059-onhpiiqp/files
2024-05-12 20:01:00,399 INFO    SenderThread:33121 [sender.py:_start_run_threads():1123] run started: onhpiiqp with start time 1715569259.258959
2024-05-12 20:01:00,413 DEBUG   HandlerThread:33121 [handler.py:handle_request():158] handle_request: check_version
2024-05-12 20:01:00,413 DEBUG   SenderThread:33121 [sender.py:send_request():405] send_request: check_version
2024-05-12 20:01:00,560 DEBUG   HandlerThread:33121 [handler.py:handle_request():158] handle_request: run_start
2024-05-12 20:01:00,561 DEBUG   HandlerThread:33121 [system_info.py:__init__():26] System info init
2024-05-12 20:01:00,561 DEBUG   HandlerThread:33121 [system_info.py:__init__():41] System info init done
2024-05-12 20:01:00,561 INFO    HandlerThread:33121 [system_monitor.py:start():194] Starting system monitor
2024-05-12 20:01:00,562 INFO    SystemMonitor:33121 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-12 20:01:00,562 INFO    HandlerThread:33121 [system_monitor.py:probe():214] Collecting system info
2024-05-12 20:01:00,563 INFO    SystemMonitor:33121 [interfaces.py:start():188] Started cpu monitoring
2024-05-12 20:01:00,566 INFO    SystemMonitor:33121 [interfaces.py:start():188] Started disk monitoring
2024-05-12 20:01:00,568 INFO    SystemMonitor:33121 [interfaces.py:start():188] Started gpuapple monitoring
2024-05-12 20:01:00,571 INFO    SystemMonitor:33121 [interfaces.py:start():188] Started memory monitoring
2024-05-12 20:01:00,571 INFO    SystemMonitor:33121 [interfaces.py:start():188] Started network monitoring
2024-05-12 20:01:00,837 DEBUG   HandlerThread:33121 [system_info.py:probe():150] Probing system
2024-05-12 20:01:00,838 DEBUG   HandlerThread:33121 [system_info.py:_probe_git():135] Probing git
2024-05-12 20:01:00,855 DEBUG   HandlerThread:33121 [system_info.py:_probe_git():143] Probing git done
2024-05-12 20:01:00,855 DEBUG   HandlerThread:33121 [system_info.py:probe():198] Probing system done
